Retailer,Retailer ID,Invoice Date,Region,State,City,Product ID,Product,Price per Unit,Sales ID,Units Sold,Total Sales,Operating Profit,Sales Method
Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,BL2138,Women's Apparel,$52.00 ,ADI202187118573280CH8061,105,546,$289 ,Online
Sports Direct,1185732,12/6/2021,Northeast,New Jersey,Newark,UA2182,Men's Athletic Footwear,$49.00 ,ADI2021126118573281TL5248,105,515,$247 ,Online
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,IM8950,Women's Apparel,$55.00 ,ADI202184118573220HC0462,105,578,$289 ,Online
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,LE0278,Men's Athletic Footwear,$49.00 ,ADI2021713118573268HZ4115,105,515,$221 ,Online
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,WO7989,Men's Athletic Footwear,$53.00 ,ADI20211213118573221DJ3475,105,557,$223 ,Online
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,OE8123,Women's Street Footwear,$48.00 ,ADI2021811118573253OE9929,105,504,$232 ,Online
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,WH4418,Women's Street Footwear,$52.00 ,ADI2021818118573207PZ1399,105,546,$246 ,Online
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,RF6418,Men's Apparel,$74.00 ,ADI20211217118573230WR9911,105,777,$334 ,Online
Foot Locker,1185732,11/26/2021,Northeast,Pennsylvania,Philadelphia,MD8144,Women's Apparel,$52.00 ,ADI20211126118573281KT8146,105,546,$191 ,Outlet
West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,GH4149,Women's Athletic Footwear,$47.00 ,ADI2020129112829907CG6895,105,494,$227 ,Outlet
West Gear,1128299,2/5/2020,West,Nevada,Las Vegas,EM3079,Men's Apparel,$47.00 ,ADI202025112829945FL5732,105,494,$321 ,Outlet
Sports Direct,1197831,4/1/2021,South,Tennessee,Knoxville,VX1999,Men's Apparel,$20.00 ,ADI202141119783131CL9826,105,210,$80 ,Outlet
Sports Direct,1197831,9/21/2021,South,Alabama,Birmingham,YW3939,Women's Athletic Footwear,$44.00 ,ADI2021921119783149WT7832,105,462,$305 ,Outlet
Sports Direct,1197831,9/28/2021,South,Alabama,Birmingham,TF7279,Men's Apparel,$22.00 ,ADI2021928119783116FT0825,105,231,$113 ,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,ZF6434,Men's Athletic Footwear,$51.00 ,ADI2021417112829930WJ0349,105,536,$145 ,Outlet
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,DS7553,Men's Athletic Footwear,$40.00 ,ADI2021525112829949NF0145,105,420,$172 ,Outlet
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,XZ6450,Men's Apparel,$42.00 ,ADI20211024112829914LE3090,105,441,$207 ,Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,TJ4395,Men's Athletic Footwear,$22.00 ,ADI2021310118573278IM9850,105,231,$92 ,Outlet
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,JL1703,Women's Street Footwear,$7.00 ,ADI2021912118573211HB3892,105,74,$31 ,Outlet
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,EU4439,Women's Street Footwear,$31.00 ,ADI2021124112829945GJ5756,105,326,$127 ,Outlet
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,IX7592,Women's Athletic Footwear,$38.00 ,ADI2021623112829902DY4503,105,399,$160 ,Outlet
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,SR8149,Men's Apparel,$25.00 ,ADI20211018118573273LH0980,105,263,$110 ,Outlet
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,CO6508,Men's Apparel,$56.00 ,ADI20211120119783186AK2952,105,588,$241 ,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,UR7922,Men's Apparel,$41.00 ,ADI2021621119783171HH9565,105,431,$164 ,Outlet
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,XP5215,Men's Apparel,$40.00 ,ADI2021820119783131JU2676,105,420,$155 ,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,WD8459,Men's Athletic Footwear,$16.00 ,ADI2021116119783126MM9116,105,168,$64 ,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,SV3208,Men's Athletic Footwear,$37.00 ,ADI2021114118573288HT1975,105,389,$179 ,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,UZ6060,Men's Athletic Footwear,$35.00 ,ADI202168118573263QI3407,105,368,$143 ,Outlet
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,AU0659,Men's Street Footwear,$40.00 ,ADI2021117118573238CR8707,105,420,$176 ,Outlet
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,ON7250,Men's Athletic Footwear,$36.00 ,ADI2021713118573264PS2180,105,378,$140 ,Outlet
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,CR7329,Women's Athletic Footwear,$43.00 ,ADI20211213118573228EV0054,105,452,$126 ,Outlet
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,YW5559,Men's Apparel,$44.00 ,ADI2021612118573291DS6949,105,462,$189 ,Outlet
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,RG4861,Women's Street Footwear,$32.00 ,ADI2021317118573291TN8397,105,336,$114 ,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,CH5368,Women's Apparel,$41.00 ,ADI2021124118573296YV5242,105,431,$138 ,Outlet
Foot Locker,1185732,12/15/2021,Northeast,Pennsylvania,Philadelphia,UN6560,Men's Street Footwear,$55.00 ,ADI20211215118573296PU6709,104,572,$355 ,Online
West Gear,1128299,1/16/2020,West,Nevada,Las Vegas,WX9489,Women's Street Footwear,$52.00 ,ADI2020116112829980PU1993,104,541,$287 ,Online
West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,YO3799,Men's Athletic Footwear,$60.00 ,ADI2020127112829963EI8009,104,624,$268 ,Online
Sports Direct,1197831,8/18/2021,South,Alabama,Birmingham,CX3811,Women's Apparel,$34.00 ,ADI2021818119783160ML5253,104,354,$265 ,Online
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,WQ5756,Women's Apparel,$67.00 ,ADI2021821118573237AK8637,104,697,$293 ,Online
Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,WV0322,Women's Athletic Footwear,$60.00 ,ADI20211110112829907TG9071,104,624,$243 ,Online
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,EO8331,Women's Apparel,$65.00 ,ADI20211017112829909PY3938,104,676,$392 ,Online
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,RY5488,Men's Apparel,$81.00 ,ADI2021624112829971AA9057,104,842,$430 ,Online
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,VU5243,Women's Apparel,$32.00 ,ADI20211011118573249CG6984,104,333,$206 ,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,MA7193,Men's Apparel,$50.00 ,ADI202195119783153FK4008,104,520,$239 ,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,XE2627,Women's Apparel,$41.00 ,ADI2021226112829919YX2899,104,426,$162 ,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,CV5213,Women's Street Footwear,$37.00 ,ADI2021213112829973YH5183,104,385,$192 ,Online
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,LW9672,Women's Street Footwear,$38.00 ,ADI2021621119783161PP4748,104,395,$213 ,Online
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,MX7406,Women's Athletic Footwear,$39.00 ,ADI2021820119783191SS9853,104,406,$203 ,Online
West Gear,1197831,10/21/2021,South,Arkansas,Little Rock,GJ9624,Women's Apparel,$29.00 ,ADI20211021119783143FJ9050,104,302,$160 ,Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,SC5291,Men's Street Footwear,$54.00 ,ADI20211012118573297VS6439,104,562,$258 ,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,XQ7233,Men's Street Footwear,$53.00 ,ADI20211112118573221JQ6420,104,551,$270 ,Online
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,TG8668,Men's Street Footwear,$41.00 ,ADI2021113118573251JC9884,104,426,$183 ,Online
Foot Locker,1185732,5/13/2021,Northeast,Delaware,Wilmington,YN3238,Women's Apparel,$54.00 ,ADI2021513118573241BW2397,104,562,$309 ,Online
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,WL2955,Women's Apparel,$61.00 ,ADI2021811118573207JC4432,104,634,$324 ,Online
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,HO2785,Women's Street Footwear,$63.00 ,ADI20211118118573259AM4233,104,655,$295 ,Online
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,YL5471,Men's Apparel,$25.00 ,ADI2021316118573248VP1391,104,260,$96 ,Outlet
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,CR5786,Women's Athletic Footwear,$12.00 ,ADI2021919119783154RX4502,104,125,$52 ,Outlet
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,VD4247,Women's Apparel,$43.00 ,ADI2021513118573267TN4326,104,447,$152 ,Outlet
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,IA7394,Women's Apparel,$34.00 ,ADI2021114118573263LW9647,104,354,$152 ,Outlet
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,FE1431,Women's Street Footwear,$35.00 ,ADI2021612118573237HI4188,104,364,$142 ,Outlet
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,RY4632,Men's Apparel,$48.00 ,ADI20211210118573288SK0250,104,499,$210 ,Outlet
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,OA7033,Women's Athletic Footwear,$37.00 ,ADI2021619118573293CF1359,104,385,$131 ,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,VT8156,Women's Apparel,$53.00 ,ADI2021917118573284RZ8117,104,551,$204 ,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,AY9630,Women's Street Footwear,$36.00 ,ADI2021114118573283HD8416,103,371,$137 ,Outlet
West Gear,1128299,1/21/2020,West,Nevada,Las Vegas,JN6728,Men's Athletic Footwear,$62.00 ,ADI2020121112829942XW3448,102,632,$240 ,Online
West Gear,1128299,5/10/2020,West,Colorado,Denver,OC4610,Women's Street Footwear,$51.00 ,ADI2020510112829956VM0321,102,520,$260 ,Online
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,FP6005,Women's Apparel,$52.00 ,ADI2021222118573231AB5764,102,530,$233 ,Online
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,KQ5907,Women's Street Footwear,$53.00 ,ADI2021720118573224BP9782,102,541,$195 ,Online
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,YC0201,Women's Street Footwear,$54.00 ,ADI2021821118573249SP0126,102,551,$198 ,Online
Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,TZ4509,Women's Apparel,$44.00 ,ADI2021210112829961JU4388,102,449,$247 ,Online
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,UX6600,Men's Street Footwear,$38.00 ,ADI20211024112829965PK9275,102,388,$174 ,Online
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,FQ6507,Women's Apparel,$59.00 ,ADI20211024112829954NC4926,102,602,$265 ,Online
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,CJ4801,Women's Apparel,$34.00 ,ADI2021317118573264OJ0661,102,347,$225 ,Online
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,AI7997,Men's Apparel,$38.00 ,ADI2021618118573267ZU2326,102,388,$174 ,Online
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,DD4374,Men's Athletic Footwear,$28.00 ,ADI2021310118573279CD9729,102,286,$143 ,Online
West Gear,1128299,10/24/2021,West,Oregon,Portland,PS1063,Men's Street Footwear,$38.00 ,ADI20211024112829909UD3114,102,388,$182 ,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,PN2879,Women's Street Footwear,$50.00 ,ADI2021423112829942YY8295,102,510,$255 ,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,JM6155,Women's Apparel,$64.00 ,ADI20211013112829990HB5416,102,653,$255 ,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,ID1818,Men's Apparel,$60.00 ,ADI20211113112829971MO5876,102,612,$288 ,Online
Amazon,1185732,4/10/2021,Midwest,Ohio,Columbus,DM8187,Women's Athletic Footwear,$24.00 ,ADI2021410118573242LY4161,102,245,$122 ,Online
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,GH8690,Women's Apparel,$24.00 ,ADI2021319119783151NV8739,102,245,$125 ,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,AN4319,Women's Apparel,$23.00 ,ADI2021116119783105RD6572,102,235,$117 ,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,SF5313,Women's Street Footwear,$42.00 ,ADI2021712119783111AG0661,102,428,$197 ,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,NU6009,Women's Street Footwear,$47.00 ,ADI2021813119783154QU2996,102,479,$240 ,Online
West Gear,1185732,8/3/2021,Midwest,Wisconsin,Milwaukee,AG8299,Women's Apparel,$52.00 ,ADI202183118573260EM0197,102,530,$271 ,Online
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,SC8720,Men's Athletic Footwear,$49.00 ,ADI2021122118573247FJ1106,102,500,$235 ,Online
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,WJ0080,Women's Athletic Footwear,$53.00 ,ADI20211216118573234LN0950,102,541,$276 ,Online
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,ZU5926,Women's Apparel,$54.00 ,ADI2021720118573260WV3905,102,551,$231 ,Online
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,UB5955,Women's Street Footwear,$41.00 ,ADI2021713118573226KP4021,102,418,$226 ,Online
Kohl's,1185732,5/6/2021,Northeast,New Jersey,Newark,SE1000,Women's Apparel,$51.00 ,ADI202156118573299VX8259,102,520,$271 ,Online
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,UI8163,Men's Apparel,$60.00 ,ADI2021717118573265LE2348,102,612,$251 ,Online
Foot Locker,1185732,12/4/2021,Northeast,Pennsylvania,Philadelphia,TA1639,Men's Athletic Footwear,$44.00 ,ADI2021124118573273GA4103,102,449,$188 ,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,IG0211,Women's Apparel,$35.00 ,ADI2021323112829962VO0682,102,357,$129 ,Outlet
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,KD8932,Women's Apparel,$46.00 ,ADI2021817112829961WJ4586,102,469,$178 ,Outlet
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,WF2021,Women's Athletic Footwear,$32.00 ,ADI20211023112829963ZL8775,102,326,$127 ,Outlet
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,OC5549,Men's Apparel,$41.00 ,ADI20211013112829980LM0889,102,418,$167 ,Outlet
Sports Direct,1197831,1/23/2021,South,Mississippi,Jackson,DY5982,Women's Athletic Footwear,$13.00 ,ADI2021123119783148HE1256,102,133,$62 ,Outlet
Walmart,1197831,4/20/2021,South,Arkansas,Little Rock,UD5346,Men's Athletic Footwear,$20.00 ,ADI2021420119783166WQ1508,102,204,$82 ,Outlet
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,FZ7480,Women's Street Footwear,$19.00 ,ADI20211120119783192AK0936,102,194,$83 ,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,CS8776,Women's Athletic Footwear,$29.00 ,ADI2021621119783155TD3165,102,296,$133 ,Outlet
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,FE0669,Men's Athletic Footwear,$37.00 ,ADI2021126118573275LH7042,102,377,$140 ,Outlet
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,BL3634,Men's Athletic Footwear,$40.00 ,ADI20211114118573299NS7021,102,408,$143 ,Outlet
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,IS2424,Women's Athletic Footwear,$38.00 ,ADI2021612118573265VB1772,102,388,$155 ,Outlet
West Gear,1185732,11/11/2021,Northeast,Vermont,Burlington,PK9965,Women's Street Footwear,$46.00 ,ADI20211111118573272SF2690,102,469,$174 ,Outlet
West Gear,1128299,7/24/2020,West,Washington,Seattle,MF6740,Women's Apparel,$71.00 ,ADI2020724112829923LN3369,101,717,$251 ,Online
Kohl's,1189833,1/16/2021,Midwest,Montana,Billings,WI3227,Men's Athletic Footwear,$43.00 ,ADI2021116118983372OZ6756,101,434,$195 ,Online
Kohl's,1189833,1/20/2021,Midwest,Montana,Billings,UM5603,Women's Apparel,$55.00 ,ADI2021120118983355RD3476,101,556,$217 ,Online
Sports Direct,1197831,3/25/2021,South,Tennessee,Knoxville,QH1644,Women's Athletic Footwear,$33.00 ,ADI2021325119783166QH7682,101,333,$213 ,Online
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,FC0751,Women's Street Footwear,$43.00 ,ADI2021110112829961ED9124,101,434,$174 ,Online
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,YI5710,Women's Apparel,$74.00 ,ADI20211121118573232YD2685,101,747,$314 ,Online
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,FY6500,Women's Street Footwear,$57.00 ,ADI202139112829951QT9285,101,576,$225 ,Online
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,FP1114,Women's Apparel,$54.00 ,ADI2021316112829936YI7088,101,545,$327 ,Online
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,NO3909,Women's Athletic Footwear,$29.00 ,ADI2021717118573219SY0409,101,293,$155 ,Online
West Gear,1185732,2/11/2021,Midwest,Missouri,St. Louis,XY5391,Men's Athletic Footwear,$24.00 ,ADI2021211118573208GR6935,101,242,$114 ,Online
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,QR2979,Men's Apparel,$32.00 ,ADI2021211118573288CE5574,101,323,$145 ,Online
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,XH4489,Men's Athletic Footwear,$29.00 ,ADI2021512118573207OA4808,101,293,$144 ,Online
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,ZQ0646,Women's Athletic Footwear,$19.00 ,ADI2021811118573223NN5736,101,192,$102 ,Online
West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,YR2204,Men's Athletic Footwear,$51.00 ,ADI2021316112829936XU2443,101,515,$283 ,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,CZ3335,Women's Athletic Footwear,$44.00 ,ADI2021104119783113RP2188,101,444,$289 ,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,CZ7881,Women's Athletic Footwear,$48.00 ,ADI2021722112829987XG0514,101,485,$218 ,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,EJ5899,Women's Apparel,$69.00 ,ADI2021426112829946MM1273,101,697,$265 ,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,RN0086,Men's Athletic Footwear,$46.00 ,ADI2021312112829934EO0186,101,465,$246 ,Online
Amazon,1185732,2/11/2021,Midwest,Ohio,Columbus,OK2201,Women's Athletic Footwear,$29.00 ,ADI2021211118573280IW1375,101,293,$146 ,Online
Amazon,1185732,4/10/2021,Midwest,Ohio,Columbus,ZB4210,Men's Apparel,$42.00 ,ADI2021410118573219CK2328,101,424,$199 ,Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,OF9532,Women's Apparel,$52.00 ,ADI2021622118573247YY5287,101,525,$273 ,Online
Foot Locker,1185732,1/20/2021,Southeast,Kentucky,Louisville,DA3404,Women's Athletic Footwear,$23.00 ,ADI2021120118573212QT7401,101,232,$123 ,Online
Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,UR3847,Women's Street Footwear,$14.00 ,ADI2021417118573271OY2598,101,141,$78 ,Online
Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,YS8756,Women's Athletic Footwear,$33.00 ,ADI2021516118573256MD9038,101,333,$170 ,Online
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,XA1207,Women's Apparel,$23.00 ,ADI2021123119783123LK5058,101,232,$121 ,Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,OG6349,Women's Street Footwear,$55.00 ,ADI20211219119783134OV2443,101,556,$278 ,Online
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,KH2320,Women's Apparel,$54.00 ,ADI202179118573257NK3241,101,545,$278 ,Online
Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,QZ0209,Men's Athletic Footwear,$42.00 ,ADI202187118573237DE5488,101,424,$199 ,Online
Sports Direct,1185732,12/6/2021,Northeast,New Jersey,Newark,SZ3803,Women's Apparel,$59.00 ,ADI2021126118573237CX3226,101,596,$322 ,Online
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,TD5875,Men's Athletic Footwear,$51.00 ,ADI2021123118573206JR5131,101,515,$263 ,Online
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,WH1599,Women's Apparel,$54.00 ,ADI2021615118573280HK6763,101,545,$218 ,Online
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,DX2281,Women's Athletic Footwear,$31.00 ,ADI20211024112829942KP0813,101,313,$116 ,Outlet
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,QE6063,Women's Athletic Footwear,$33.00 ,ADI2021518112829993LV4498,101,333,$143 ,Outlet
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,GU5557,Women's Athletic Footwear,$30.00 ,ADI2021126112829997AY9018,101,303,$115 ,Outlet
Kohl's,1197831,10/21/2021,South,Oklahoma,Oklahoma City,JT2247,Women's Apparel,$22.00 ,ADI20211021119783168WA9789,101,222,$104 ,Outlet
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,JI2751,Women's Street Footwear,$27.00 ,ADI2021114118573244BD1592,101,273,$109 ,Outlet
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,AT7920,Women's Athletic Footwear,$44.00 ,ADI20211210118573219PH8827,101,444,$187 ,Outlet
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,LF9069,Women's Street Footwear,$28.00 ,ADI2021121118573235BE3784,101,283,$102 ,Outlet
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,AF3629,Women's Apparel,$35.00 ,ADI2021121118573207CJ5502,101,354,$141 ,Outlet
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,IH9414,Women's Apparel,$33.00 ,ADI2021418118573243CZ3623,101,333,$123 ,Outlet
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,VX3373,Women's Street Footwear,$42.00 ,ADI2021517118573254IA9088,101,424,$144 ,Outlet
Foot Locker,1185732,6/22/2021,Midwest,Illinois,Chicago,EN5561,Men's Apparel,$60.00 ,ADI2021622118573260FE7949,100,"6,000","$2,100 ",Outlet
Foot Locker,1185732,6/27/2021,Midwest,Illinois,Chicago,TX0322,Women's Athletic Footwear,$50.00 ,ADI2021627118573294ZL5377,100,"5,000","$2,000 ",Outlet
Foot Locker,1185732,11/18/2021,Northeast,Pennsylvania,Philadelphia,WC9213,Women's Athletic Footwear,$55.00 ,ADI20211118118573238MF3743,100,"5,500","$1,925 ",Outlet
Foot Locker,1185732,12/18/2021,Northeast,Pennsylvania,Philadelphia,JZ4616,Women's Athletic Footwear,$50.00 ,ADI20211218118573241QD5534,100,"5,000","$1,750 ",Outlet
Foot Locker,1185732,12/19/2021,Northeast,Pennsylvania,Philadelphia,DO9052,Men's Apparel,$60.00 ,ADI20211219118573269AO0896,100,"6,000","$1,800 ",Outlet
Foot Locker,1185732,10/20/2020,Southeast,Florida,Miami,ZX1217,Women's Athletic Footwear,$30.00 ,ADI20201020118573273JB0015,100,"3,000","$1,050 ",In-store
Foot Locker,1185732,11/5/2020,Midwest,Minnesota,Minneapolis,ZE5690,Men's Athletic Footwear,$40.00 ,ADI2020115118573211PI8052,100,"4,000","$1,200 ",In-store
Foot Locker,1185732,11/6/2020,Midwest,Minnesota,Minneapolis,LX2528,Women's Street Footwear,$30.00 ,ADI2020116118573265DC0425,100,"3,000",$900 ,In-store
Foot Locker,1185732,12/12/2020,Midwest,Minnesota,Minneapolis,CO2726,Women's Street Footwear,$35.00 ,ADI20201212118573256NE6484,100,"3,500","$1,050 ",Outlet
Foot Locker,1185732,6/3/2021,Midwest,Nebraska,Omaha,QR0774,Men's Athletic Footwear,$40.00 ,ADI202163118573234XR4547,100,"4,000","$1,400 ",Outlet
Foot Locker,1185732,6/16/2021,Midwest,Nebraska,Omaha,KB2812,Women's Street Footwear,$35.00 ,ADI2021616118573285RS4084,100,"3,500","$1,225 ",Outlet
Foot Locker,1185732,7/6/2021,Midwest,Nebraska,Omaha,MG9644,Men's Apparel,$40.00 ,ADI202176118573280HL1065,100,"4,000","$1,400 ",Outlet
Foot Locker,1185732,7/10/2021,Midwest,Nebraska,Omaha,NW9229,Women's Street Footwear,$20.00 ,ADI2021710118573261VU3067,100,"2,000",$700 ,Outlet
Foot Locker,1185732,7/24/2021,Midwest,Nebraska,Omaha,SV2630,Men's Apparel,$50.00 ,ADI2021724118573288MZ4377,100,"5,000","$1,750 ",Outlet
Amazon,1185732,10/15/2021,South,Alabama,Birmingham,VF3433,Women's Athletic Footwear,$35.00 ,ADI20211015118573274BW9085,100,"3,500","$1,050 ",Outlet
Amazon,1185732,10/28/2021,Northeast,Maine,Portland,QQ6670,Men's Apparel,$50.00 ,ADI20211028118573280KW3383,100,"5,000","$1,250 ",Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,RM4422,Women's Athletic Footwear,$55.00 ,ADI20211019118573227ZC6739,100,"5,500","$1,650 ",Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,IZ4630,Men's Apparel,$65.00 ,ADI20211019118573274NS7577,100,"6,500","$1,625 ",Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,ED6277,Men's Apparel,$55.00 ,ADI2021323112829950PY6790,100,"5,500","$2,200 ",In-store
West Gear,1128299,3/23/2021,West,Oregon,Portland,HL7789,Men's Apparel,$55.00 ,ADI2021323112829945HQ3738,100,"5,500","$2,200 ",In-store
Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,JC9220,Women's Athletic Footwear,$40.00 ,ADI2021321118573242XN6900,100,"4,000","$1,600 ",Online
Amazon,1185732,4/22/2021,Southeast,Kentucky,Louisville,DS5418,Women's Athletic Footwear,$45.00 ,ADI2021422118573218JH1196,100,"4,500","$1,800 ",Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,TW8454,Women's Athletic Footwear,$20.00 ,ADI2021312119783166YS1111,100,"2,000",$700 ,Online
Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,AY9433,Women's Athletic Footwear,$35.00 ,ADI2021212118573216LU7131,100,"3,500","$1,050 ",Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,IL3852,Men's Apparel,$60.00 ,ADI2021412118573223HT4887,100,"6,000","$2,100 ",Online
